Exchange Rates On Transaction USD  ;Exchange Rates On Transaction USD  ;Exchange Rates On Transaction USD  ;Exchange Rates On Transaction USD  ;
;;;;
NO;Value;Sell;Buy;Date
1;1;15493,08;15338,92;12/29/2023 12:00:00 AM
2;1;15491,07;15336,93;12/28/2023 12:00:00 AM
3;1;15566,44;15411,56;12/27/2023 12:00:00 AM
4;1;15610,67;15455,33;12/22/2023 12:00:00 AM
5;1;15589,56;15434,44;12/21/2023 12:00:00 AM
6;1;15583,53;15428,47;12/20/2023 12:00:00 AM
7;1;15593,58;15438,42;12/19/2023 12:00:00 AM
8;1;15580,51;15425,49;12/18/2023 12:00:00 AM
9;1;15570,47;15415,53;12/15/2023 12:00:00 AM
10;1;15707,15;15550,85;12/14/2023 12:00:00 AM
11;1;15709,16;15552,84;12/13/2023 12:00:00 AM
12;1;15692,07;15535,93;12/12/2023 12:00:00 AM
13;1;15577,5;15422,5;12/11/2023 12:00:00 AM
14;1;15613,68;15458,32;12/8/2023 12:00:00 AM
15;1;15581,52;15426,48;12/7/2023 12:00:00 AM
16;1;15581,52;15426,48;12/6/2023 12:00:00 AM
17;1;15523,23;15368,77;12/5/2023 12:00:00 AM
18;1;15601,62;15446,38;12/4/2023 12:00:00 AM
19;1;15561,42;15406,58;12/1/2023 12:00:00 AM
20;1;15460,92;15307,08;11/30/2023 12:00:00 AM
21;1;15527,25;15372,75;11/29/2023 12:00:00 AM
22;1;15604,64;15449,36;11/28/2023 12:00:00 AM
23;1;15664,93;15509,07;11/27/2023 12:00:00 AM
24;1;15670,97;15515,03;11/24/2023 12:00:00 AM
25;1;15661,92;15506,08;11/23/2023 12:00:00 AM
26;1;15513,18;15358,82;11/22/2023 12:00:00 AM
27;1;15496,09;15341,91;11/21/2023 12:00:00 AM
28;1;15581,52;15426,48;11/20/2023 12:00:00 AM
29;1;15672,98;15517,02;11/17/2023 12:00:00 AM
30;1;15580,51;15425,49;11/16/2023 12:00:00 AM
31;1;15777,5;15620,5;11/15/2023 12:00:00 AM
32;1;15791,57;15634,43;11/14/2023 12:00:00 AM
33;1;15771,47;15614,53;11/13/2023 12:00:00 AM
34;1;15727,25;15570,75;11/10/2023 12:00:00 AM
35;1;15707,15;15550,85;11/9/2023 12:00:00 AM
36;1;15670,97;15515,03;11/8/2023 12:00:00 AM
37;1;15627,75;15472,25;11/7/2023 12:00:00 AM
38;1;15849,85;15692,15;11/6/2023 12:00:00 AM
39;1;15940,31;15781,69;11/3/2023 12:00:00 AM
40;1;16025,73;15866,27;11/2/2023 12:00:00 AM
41;1;15976,49;15817,51;11/1/2023 12:00:00 AM
42;1;15995,58;15836,42;10/31/2023 12:00:00 AM
43;1;16020,7;15861,3;10/30/2023 12:00:00 AM
44;1;16012,67;15853,33;10/27/2023 12:00:00 AM
45;1;15950,35;15791,65;10/26/2023 12:00:00 AM
46;1;15948,34;15789,66;10/25/2023 12:00:00 AM
47;1;16022,72;15863,28;10/24/2023 12:00:00 AM
48;1;15935,28;15776,72;10/23/2023 12:00:00 AM
49;1;15917,19;15758,81;10/20/2023 12:00:00 AM
50;1;15809,66;15652,34;10/19/2023 12:00:00 AM
51;1;15796,59;15639,41;10/18/2023 12:00:00 AM
52;1;15794,58;15637,42;10/17/2023 12:00:00 AM
53;1;15787,55;15630,45;10/16/2023 12:00:00 AM
54;1;15780,51;15623,49;10/13/2023 12:00:00 AM
55;1;15788,55;15631,45;10/12/2023 12:00:00 AM
56;1;15786,54;15629,46;10/11/2023 12:00:00 AM
57;1;15753,38;15596,63;10/10/2023 12:00:00 AM
58;1;15706,14;15549,86;10/9/2023 12:00:00 AM
59;1;15679;15523;10/6/2023 12:00:00 AM
60;1;15714,18;15557,82;10/5/2023 12:00:00 AM
61;1;15678;15522;10/4/2023 12:00:00 AM
62;1;15596,59;15441,41;10/3/2023 12:00:00 AM
63;1;15564,43;15409,57;10/2/2023 12:00:00 AM
64;1;15603,63;15448,37;9/29/2023 12:00:00 AM
65;1;15541,32;15386,68;9/27/2023 12:00:00 AM
66;1;15476;15322;9/26/2023 12:00:00 AM
67;1;15459,92;15306,08;9/25/2023 12:00:00 AM
68;1;15473,99;15320,01;9/22/2023 12:00:00 AM
69;1;15472,98;15319,02;9/21/2023 12:00:00 AM
70;1;15457,91;15304,09;9/20/2023 12:00:00 AM
71;1;15449,86;15296,14;9/19/2023 12:00:00 AM
72;1;15443,83;15290,17;9/18/2023 12:00:00 AM
73;1;15433,78;15280,22;9/15/2023 12:00:00 AM
74;1;15443,83;15290,17;9/14/2023 12:00:00 AM
75;1;15420,72;15267,28;9/13/2023 12:00:00 AM
76;1;15428,76;15275,24;9/12/2023 12:00:00 AM
77;1;15417,7;15264,3;9/11/2023 12:00:00 AM
78;1;15410,67;15257,33;9/8/2023 12:00:00 AM
79;1;15383,53;15230,47;9/7/2023 12:00:00 AM
80;1;15336,3;15183,7;9/6/2023 12:00:00 AM
81;1;15323,24;15170,76;9/5/2023 12:00:00 AM
82;1;15328,26;15175,74;9/4/2023 12:00:00 AM
83;1;15313,18;15160,82;9/1/2023 12:00:00 AM
84;1;15315,19;15162,81;8/31/2023 12:00:00 AM
85;1;15339,32;15186,68;8/30/2023 12:00:00 AM
86;1;15370,47;15217,53;8/29/2023 12:00:00 AM
87;1;15373,49;15220,51;8/28/2023 12:00:00 AM
88;1;15329,26;15176,74;8/25/2023 12:00:00 AM
89;1;15395,59;15242,41;8/24/2023 12:00:00 AM
90;1;15402,63;15249,37;8/23/2023 12:00:00 AM
91;1;15405,65;15252,35;8/22/2023 12:00:00 AM
92;1;15384,54;15231,46;8/21/2023 12:00:00 AM
93;1;15384,54;15231,46;8/18/2023 12:00:00 AM
94;1;15422,73;15269,27;8/16/2023 12:00:00 AM
95;1;15399,61;15246,39;8/15/2023 12:00:00 AM
96;1;15301,13;15148,88;8/14/2023 12:00:00 AM
97;1;15280,02;15127,98;8/11/2023 12:00:00 AM
98;1;15282,03;15129,97;8/10/2023 12:00:00 AM
99;1;15305,15;15152,85;8/9/2023 12:00:00 AM
100;1;15253,89;15102,11;8/8/2023 12:00:00 AM
101;1;15243,84;15092,16;8/7/2023 12:00:00 AM
102;1;15273,99;15122,01;8/4/2023 12:00:00 AM
103;1;15246,85;15095,15;8/3/2023 12:00:00 AM
104;1;15192,58;15041,42;8/2/2023 12:00:00 AM
105;1;15167,46;15016,54;8/1/2023 12:00:00 AM
106;1;15158,42;15007,58;7/31/2023 12:00:00 AM
107;1;15078,01;14927,99;7/28/2023 12:00:00 AM
108;1;15107,16;14956,84;7/27/2023 12:00:00 AM
109;1;15082,03;14931,97;7/26/2023 12:00:00 AM
110;1;15103,14;14952,86;7/25/2023 12:00:00 AM
111;1;15101,13;14950,87;7/24/2023 12:00:00 AM
112;1;15065,95;14916,05;7/21/2023 12:00:00 AM
113;1;15068,97;14919,03;7/20/2023 12:00:00 AM
114;1;15082,03;14931,97;7/18/2023 12:00:00 AM
115;1;15019,73;14870,27;7/17/2023 12:00:00 AM
116;1;15052,89;14903,11;7/14/2023 12:00:00 AM
117;1;15159,42;15008,58;7/13/2023 12:00:00 AM
118;1;15237,81;15086,19;7/12/2023 12:00:00 AM
119;1;15267,96;15116,04;7/11/2023 12:00:00 AM
120;1;15211,68;15060,32;7/10/2023 12:00:00 AM
121;1;15137,31;14986,69;7/7/2023 12:00:00 AM
122;1;15088,07;14937,93;7/6/2023 12:00:00 AM
123;1;15093,09;14942,91;7/5/2023 12:00:00 AM
124;1;15109,17;14958,83;7/4/2023 12:00:00 AM
125;1;15075;14925;7/3/2023 12:00:00 AM
126;1;15101,13;14950,87;6/27/2023 12:00:00 AM
127;1;15072,99;14923,01;6/26/2023 12:00:00 AM
128;1;14992,59;14843,41;6/23/2023 12:00:00 AM
129;1;15056,91;14907,09;6/22/2023 12:00:00 AM
130;1;15115,2;14964,8;6/21/2023 12:00:00 AM
131;1;15068,97;14919,03;6/20/2023 12:00:00 AM
132;1;15019,73;14870,27;6/19/2023 12:00:00 AM
133;1;15017,72;14868,28;6/16/2023 12:00:00 AM
134;1;14969,48;14820,52;6/15/2023 12:00:00 AM
135;1;14942,34;14793,66;6/14/2023 12:00:00 AM
136;1;14948,37;14799,63;6/13/2023 12:00:00 AM
137;1;14927,26;14778,74;6/12/2023 12:00:00 AM
138;1;14977,51;14828,49;6/9/2023 12:00:00 AM
139;1;14949,38;14800,63;6/8/2023 12:00:00 AM
140;1;14913,19;14764,81;6/7/2023 12:00:00 AM
141;1;14962,44;14813,56;6/6/2023 12:00:00 AM
142;1;15078,01;14927,99;6/5/2023 12:00:00 AM
143;1;15043,84;14894,16;5/31/2023 12:00:00 AM
144;1;15047,86;14898,14;5/30/2023 12:00:00 AM
145;1;15033,8;14884,2;5/29/2023 12:00:00 AM
146;1;15026,76;14877,24;5/26/2023 12:00:00 AM
147;1;14979,52;14830,48;5/25/2023 12:00:00 AM
148;1;14952,39;14803,61;5/24/2023 12:00:00 AM
149;1;14971,49;14822,51;5/23/2023 12:00:00 AM
150;1;15010,68;14861,32;5/22/2023 12:00:00 AM
151;1;14949,38;14800,63;5/19/2023 12:00:00 AM
152;1;14884,05;14735,95;5/17/2023 12:00:00 AM
153;1;14886,06;14737,94;5/16/2023 12:00:00 AM
154;1;14825,76;14678,24;5/15/2023 12:00:00 AM
155;1;14795,61;14648,39;5/12/2023 12:00:00 AM
156;1;14819,73;14672,27;5/11/2023 12:00:00 AM
157;1;14830,78;14683,22;5/10/2023 12:00:00 AM
158;1;14782,55;14635,45;5/9/2023 12:00:00 AM
159;1;14747,37;14600,63;5/8/2023 12:00:00 AM
160;1;14705,16;14558,84;5/5/2023 12:00:00 AM
161;1;14779,53;14632,47;5/4/2023 12:00:00 AM
162;1;14776,51;14629,49;5/3/2023 12:00:00 AM
163;1;14734,31;14587,69;5/2/2023 12:00:00 AM
164;1;14824,75;14677,25;4/28/2023 12:00:00 AM
165;1;14956,41;14807,59;4/27/2023 12:00:00 AM
166;1;14929,27;14780,73;4/26/2023 12:00:00 AM
167;1;14846,86;14699,14;4/18/2023 12:00:00 AM
168;1;14739,33;14592,67;4/17/2023 12:00:00 AM
169;1;14865,96;14718,04;4/14/2023 12:00:00 AM
170;1;14940,33;14791,67;4/13/2023 12:00:00 AM
171;1;14962,44;14813,56;4/12/2023 12:00:00 AM
172;1;14979,52;14830,48;4/11/2023 12:00:00 AM
173;1;15017,72;14868,28;4/10/2023 12:00:00 AM
174;1;15007,67;14858,33;4/6/2023 12:00:00 AM
175;1;14987,57;14838,43;4/5/2023 12:00:00 AM
176;1;15064,95;14915,05;4/4/2023 12:00:00 AM
177;1;15051,89;14902,11;4/3/2023 12:00:00 AM
178;1;15137,31;14986,69;3/31/2023 12:00:00 AM
179;1;15169,47;15018,53;3/30/2023 12:00:00 AM
180;1;15163,44;15012,56;3/29/2023 12:00:00 AM
181;1;15249,87;15098,13;3/28/2023 12:00:00 AM
182;1;15264,94;15113,06;3/27/2023 12:00:00 AM
183;1;15425,75;15272,25;3/24/2023 12:00:00 AM
184;1;15448,86;15295,14;3/21/2023 12:00:00 AM
185;1;15440,82;15287,18;3/20/2023 12:00:00 AM
186;1;15495,09;15340,91;3/17/2023 12:00:00 AM
187;1;15441,83;15288,17;3/16/2023 12:00:00 AM
188;1;15456,9;15303,1;3/15/2023 12:00:00 AM
189;1;15450,87;15297,13;3/14/2023 12:00:00 AM
190;1;15545,34;15390,66;3/13/2023 12:00:00 AM
191;1;15515,19;15360,81;3/10/2023 12:00:00 AM
192;1;15528,25;15373,75;3/9/2023 12:00:00 AM
193;1;15435,8;15282,2;3/8/2023 12:00:00 AM
194;1;15377,5;15224,5;3/7/2023 12:00:00 AM
195;1;15382,53;15229,47;3/6/2023 12:00:00 AM
196;1;15349,36;15196,64;3/3/2023 12:00:00 AM
197;1;15326,25;15173,75;3/2/2023 12:00:00 AM
198;1;15316,2;15163,8;3/1/2023 12:00:00 AM
199;1;15350,37;15197,63;2/28/2023 12:00:00 AM
200;1;15292,08;15139,92;2/27/2023 12:00:00 AM
201;1;15262,93;15111,07;2/24/2023 12:00:00 AM
202;1;15294,09;15141,91;2/23/2023 12:00:00 AM
203;1;15254,9;15103,1;2/22/2023 12:00:00 AM
204;1;15243,84;15092,16;2/21/2023 12:00:00 AM
205;1;15275;15123;2/20/2023 12:00:00 AM
206;1;15251,88;15100,12;2/17/2023 12:00:00 AM
207;1;15269,97;15118,03;2/16/2023 12:00:00 AM
208;1;15243,84;15092,16;2/15/2023 12:00:00 AM
209;1;15292,08;15139,92;2/14/2023 12:00:00 AM
210;1;15215,7;15064,3;2/13/2023 12:00:00 AM
211;1;15195,6;15044,4;2/10/2023 12:00:00 AM
212;1;15197,61;15046,39;2/9/2023 12:00:00 AM
213;1;15214,69;15063,31;2/8/2023 12:00:00 AM
214;1;15130,27;14979,73;2/7/2023 12:00:00 AM
215;1;14972,49;14823,51;2/6/2023 12:00:00 AM
216;1;14942,34;14793,66;2/3/2023 12:00:00 AM
217;1;15065,95;14916,05;2/2/2023 12:00:00 AM
218;1;15066,96;14917,04;2/1/2023 12:00:00 AM
219;1;15053,9;14904,1;1/31/2023 12:00:00 AM
220;1;15052,89;14903,11;1/30/2023 12:00:00 AM
221;1;15038,82;14889,18;1/27/2023 12:00:00 AM
222;1;15032,79;14883,21;1/26/2023 12:00:00 AM
223;1;15004,65;14855,35;1/25/2023 12:00:00 AM
224;1;15196,6;15045,4;1/24/2023 12:00:00 AM
225;1;15188,57;15037,43;1/20/2023 12:00:00 AM
226;1;15212,68;15061,32;1/19/2023 12:00:00 AM
227;1;15229,77;15078,23;1/18/2023 12:00:00 AM
228;1;15094,09;14943,91;1/17/2023 12:00:00 AM
229;1;15252,89;15101,11;1/16/2023 12:00:00 AM
230;1;15442,83;15289,17;1/13/2023 12:00:00 AM
231;1;15604,64;15449,36;1/12/2023 12:00:00 AM
232;1;15666,94;15511,06;1/11/2023 12:00:00 AM
233;1;15651,87;15496,13;1/10/2023 12:00:00 AM
234;1;15713,17;15556,83;1/9/2023 12:00:00 AM
235;1;15688,05;15531,95;1/6/2023 12:00:00 AM
236;1;15693,08;15536,92;1/5/2023 12:00:00 AM
237;1;15667,95;15512,05;1/4/2023 12:00:00 AM
238;1;15649,86;15494,14;1/3/2023 12:00:00 AM
239;1;15669,96;15514,04;1/2/2023 12:00:00 AM
240;1;15809,66;15652,34;12/30/2022 12:00:00 AM
241;1;15781,51;15624,49;12/29/2022 12:00:00 AM
242;1;15737,3;15580,7;12/28/2022 12:00:00 AM
243;1;15714,18;15557,82;12/27/2022 12:00:00 AM
244;1;15683,02;15526,98;12/26/2022 12:00:00 AM
245;1;15671,97;15516,03;12/23/2022 12:00:00 AM
246;1;15679;15523;12/22/2022 12:00:00 AM
247;1;15686,04;15529,96;12/21/2022 12:00:00 AM
248;1;15699,1;15542,9;12/20/2022 12:00:00 AM
249;1;15695,08;15538,92;12/19/2022 12:00:00 AM
250;1;15708,15;15551,85;12/16/2022 12:00:00 AM
251;1;15697,09;15540,91;12/15/2022 12:00:00 AM
252;1;15739,31;15582,69;12/14/2022 12:00:00 AM
253;1;15720,21;15563,79;12/13/2022 12:00:00 AM
254;1;15664,93;15509,07;12/12/2022 12:00:00 AM
255;1;15702,12;15545,88;12/9/2022 12:00:00 AM
256;1;15697,09;15540,91;12/8/2022 12:00:00 AM
257;1;15653,88;15498,12;12/7/2022 12:00:00 AM
258;1;15486,05;15331,95;12/6/2022 12:00:00 AM
259;1;15506,15;15351,85;12/5/2022 12:00:00 AM
260;1;15695,08;15538,92;12/2/2022 12:00:00 AM
261;1;15820,71;15663,29;12/1/2022 12:00:00 AM
262;1;15815,68;15658,32;11/30/2022 12:00:00 AM
263;1;15807,65;15650,35;11/29/2022 12:00:00 AM
264;1;15746,34;15589,66;11/28/2022 12:00:00 AM
265;1;15725,24;15568,76;11/25/2022 12:00:00 AM
266;1;15778,5;15621,5;11/24/2022 12:00:00 AM
267;1;15794,58;15637,42;11/23/2022 12:00:00 AM
268;1;15785,53;15628,47;11/22/2022 12:00:00 AM
269;1;15770,46;15613,54;11/21/2022 12:00:00 AM
270;1;15765,43;15608,57;11/18/2022 12:00:00 AM
271;1;15688,05;15531,95;11/17/2022 12:00:00 AM
272;1;15641,82;15486,18;11/16/2022 12:00:00 AM
273;1;15576,5;15421,5;11/15/2022 12:00:00 AM
274;1;15570,47;15415,53;11/14/2022 12:00:00 AM
275;1;15779,5;15622,5;11/11/2022 12:00:00 AM
276;1;15732,27;15575,73;11/10/2022 12:00:00 AM
277;1;15762,42;15605,58;11/9/2022 12:00:00 AM
278;1;15770,46;15613,54;11/8/2022 12:00:00 AM
279;1;15814,68;15657,32;11/7/2022 12:00:00 AM
280;1;15759,41;15602,59;11/4/2022 12:00:00 AM
281;1;15730,26;15573,74;11/3/2022 12:00:00 AM
282;1;15725,24;15568,76;11/2/2022 12:00:00 AM
283;1;15673,98;15518,02;11/1/2022 12:00:00 AM
284;1;15619,71;15464,29;10/31/2022 12:00:00 AM
285;1;15650,86;15495,14;10/28/2022 12:00:00 AM
286;1;15673,98;15518,02;10/27/2022 12:00:00 AM
287;1;15694,08;15537,92;10/26/2022 12:00:00 AM
288;1;15667,95;15512,05;10/25/2022 12:00:00 AM
289;1;15688,05;15531,95;10/24/2022 12:00:00 AM
290;1;15656,9;15501,1;10/21/2022 12:00:00 AM
291;1;15568,45;15413,55;10/20/2022 12:00:00 AM
292;1;15546,34;15391,66;10/19/2022 12:00:00 AM
293;1;15557,4;15402,6;10/18/2022 12:00:00 AM
294;1;15466,95;15313,05;10/17/2022 12:00:00 AM
295;1;15433,78;15280,22;10/14/2022 12:00:00 AM
296;1;15449,86;15296,14;10/13/2022 12:00:00 AM
297;1;15438,81;15285,19;10/12/2022 12:00:00 AM
298;1;15375,5;15222,5;10/11/2022 12:00:00 AM
299;1;15322,23;15169,77;10/10/2022 12:00:00 AM
300;1;15272,99;15121,01;10/7/2022 12:00:00 AM
301;1;15271,98;15120,02;10/6/2022 12:00:00 AM
302;1;15352,38;15199,62;10/5/2022 12:00:00 AM
303;1;15369,47;15216,53;10/4/2022 12:00:00 AM
304;1;15308,16;15155,84;10/3/2022 12:00:00 AM
305;1;15323,24;15170,76;9/30/2022 12:00:00 AM
306;1;15319,22;15166,78;9/29/2022 12:00:00 AM
307;1;15230,77;15079,23;9/28/2022 12:00:00 AM
308;1;15194,59;15043,41;9/27/2022 12:00:00 AM
309;1;15110,17;14959,83;9/26/2022 12:00:00 AM
310;1;15108,17;14957,83;9/23/2022 12:00:00 AM
311;1;15086,06;14935,94;9/22/2022 12:00:00 AM
312;1;15049,88;14900,13;9/21/2022 12:00:00 AM
313;1;15054,9;14905,1;9/20/2022 12:00:00 AM
314;1;15013,69;14864,31;9/19/2022 12:00:00 AM
315;1;14973,5;14824,5;9/16/2022 12:00:00 AM
316;1;14997,61;14848,39;9/15/2022 12:00:00 AM
317;1;14935,31;14786,69;9/14/2022 12:00:00 AM
318;1;14913,19;14764,81;9/13/2022 12:00:00 AM
319;1;14920,23;14771,77;9/12/2022 12:00:00 AM
320;1;14979,52;14830,48;9/9/2022 12:00:00 AM
321;1;15001,64;14852,36;9/8/2022 12:00:00 AM
322;1;14959,42;14810,58;9/7/2022 12:00:00 AM
323;1;14994,6;14845,4;9/6/2022 12:00:00 AM
324;1;14974,5;14825,5;9/5/2022 12:00:00 AM
325;1;14958,42;14809,58;9/2/2022 12:00:00 AM
326;1;14927,26;14778,74;9/1/2022 12:00:00 AM
327;1;14949,38;14800,63;8/31/2022 12:00:00 AM
328;1;14961,43;14812,57;8/30/2022 12:00:00 AM
329;1;14888,07;14739,93;8/29/2022 12:00:00 AM
330;1;14901,14;14752,86;8/26/2022 12:00:00 AM
331;1;14925,25;14776,75;8/25/2022 12:00:00 AM
332;1;14967,47;14818,53;8/24/2022 12:00:00 AM
333;1;14956,41;14807,59;8/23/2022 12:00:00 AM
334;1;14932,29;14783,71;8/22/2022 12:00:00 AM
335;1;14896,11;14747,89;8/19/2022 12:00:00 AM
336;1;14840,83;14693,17;8/18/2022 12:00:00 AM
337;1;14800,64;14653,36;8/16/2022 12:00:00 AM
338;1;14761,44;14614,56;8/15/2022 12:00:00 AM
339;1;14873;14725;8/12/2022 12:00:00 AM
340;1;14949,38;14800,63;8/11/2022 12:00:00 AM
341;1;14936,31;14787,69;8/10/2022 12:00:00 AM
342;1;14989,58;14840,42;8/9/2022 12:00:00 AM
343;1;14978,52;14829,48;8/8/2022 12:00:00 AM
344;1;15003,65;14854,35;8/5/2022 12:00:00 AM
345;1;14991,58;14842,42;8/4/2022 12:00:00 AM
346;1;14962,44;14813,56;8/3/2022 12:00:00 AM
347;1;14948,37;14799,63;8/2/2022 12:00:00 AM
348;1;14934,3;14785,7;8/1/2022 12:00:00 AM
349;1;15032,79;14883,21;7/29/2022 12:00:00 AM
350;1;15095,1;14944,9;7/28/2022 12:00:00 AM
351;1;15058,92;14909,08;7/27/2022 12:00:00 AM
352;1;15066,96;14917,04;7/26/2022 12:00:00 AM
353;1;15099,12;14948,88;7/25/2022 12:00:00 AM
354;1;15092,08;14941,92;7/22/2022 12:00:00 AM
355;1;15058,92;14909,08;7/21/2022 12:00:00 AM
356;1;15066,96;14917,04;7/20/2022 12:00:00 AM
357;1;15060,93;14911,07;7/19/2022 12:00:00 AM
358;1;15074;14924;7/18/2022 12:00:00 AM
359;1;15074;14924;7/15/2022 12:00:00 AM
360;1;15059,92;14910,08;7/14/2022 12:00:00 AM
361;1;15067,97;14918,03;7/13/2022 12:00:00 AM
362;1;15043,84;14894,16;7/12/2022 12:00:00 AM
363;1;15055,91;14906,1;7/11/2022 12:00:00 AM
364;1;15060,93;14911,07;7/8/2022 12:00:00 AM
365;1;15090,08;14939,93;7/7/2022 12:00:00 AM
366;1;15064,95;14915,05;7/6/2022 12:00:00 AM
367;1;15034,8;14885,2;7/5/2022 12:00:00 AM
368;1;15030,78;14881,22;7/4/2022 12:00:00 AM
369;1;14956,41;14807,59;7/1/2022 12:00:00 AM
370;1;14922,24;14773,76;6/30/2022 12:00:00 AM
371;1;14911,19;14762,82;6/29/2022 12:00:00 AM
372;1;14876,01;14727,99;6/28/2022 12:00:00 AM
373;1;14920,23;14771,77;6/27/2022 12:00:00 AM
374;1;14909,18;14760,83;6/24/2022 12:00:00 AM
375;1;14934,3;14785,7;6/23/2022 12:00:00 AM
376;1;14878,02;14729,98;6/22/2022 12:00:00 AM
377;1;14910,18;14761,82;6/21/2022 12:00:00 AM
378;1;14902,14;14753,86;6/20/2022 12:00:00 AM
379;1;14814,71;14667,3;6/17/2022 12:00:00 AM
380;1;14819,73;14672,27;6/16/2022 12:00:00 AM
